,file_name,label,x1,y1,x2,y2
72,009143.jpg,Straight_Knife,746,393,807,469
73,009146.jpg,Straight_Knife,492,459,539,686
74,009147.jpg,Straight_Knife,512,423,569,521
75,009154.jpg,Straight_Knife,801,300,850,527
76,009155.jpg,Straight_Knife,736,330,784,515
77,009156.jpg,Straight_Knife,568,361,714,425
78,009157.jpg,Straight_Knife,571,484,701,562
79,009158.jpg,Straight_Knife,498,347,697,397
80,009160.jpg,Straight_Knife,229,490,346,575
81,009166.jpg,Straight_Knife,584,398,691,597
82,009167.jpg,Straight_Knife,508,544,588,630
83,009168.jpg,Straight_Knife,612,332,680,376
84,009169.jpg,Straight_Knife,853,472,957,602
85,009173.jpg,Straight_Knife,481,391,571,461
86,009177.jpg,Straight_Knife,615,441,655,523
87,009178.jpg,Straight_Knife,676,376,751,603
88,009181.jpg,Straight_Knife,687,495,794,576
89,009185.jpg,Straight_Knife,344,439,394,620
90,009188.jpg,Straight_Knife,668,529,744,743
91,009193.jpg,Straight_Knife,712,405,838,446
92,009195.jpg,Straight_Knife,701,364,762,579
93,009197.jpg,Straight_Knife,690,651,814,686
94,009200.jpg,Straight_Knife,823,385,858,575
95,009202.jpg,Straight_Knife,551,295,636,535
96,009203.jpg,Straight_Knife,341,417,478,455
97,009207.jpg,Straight_Knife,392,479,448,549
98,009209.jpg,Straight_Knife,553,341,699,442
99,009210.jpg,Straight_Knife,625,441,791,481
100,009212.jpg,Straight_Knife,550,518,623,595
101,009213.jpg,Straight_Knife,780,672,832,732
102,009214.jpg,Straight_Knife,612,452,680,512
103,009215.jpg,Straight_Knife,301,494,362,572
104,009216.jpg,Straight_Knife,668,270,824,369
105,009217.jpg,Straight_Knife,603,411,724,495
106,009218.jpg,Straight_Knife,396,389,447,603
107,009219.jpg,Straight_Knife,469,384,543,456
108,009220.jpg,Straight_Knife,407,338,475,506
109,009221.jpg,Straight_Knife,1104,513,1173,598
110,009223.jpg,Straight_Knife,533,635,741,699
111,009225.jpg,Straight_Knife,627,418,737,469
112,009227.jpg,Straight_Knife,822,433,866,499
113,009228.jpg,Straight_Knife,512,485,830,548
114,009232.jpg,Straight_Knife,521,425,837,527
115,009233.jpg,Straight_Knife,573,532,660,632
116,009234.jpg,Straight_Knife,694,408,786,490
117,009237.jpg,Straight_Knife,595,558,646,612
118,009239.jpg,Straight_Knife,667,493,714,568
119,009242.jpg,Straight_Knife,646,343,703,517
120,009243.jpg,Straight_Knife,868,255,923,471
121,009247.jpg,Straight_Knife,602,416,667,641
122,009248.jpg,Straight_Knife,753,366,1106,487
123,009250.jpg,Straight_Knife,120,411,178,638
124,009252.jpg,Straight_Knife,823,491,881,603
125,009254.jpg,Straight_Knife,409,491,454,564
126,009255.jpg,Straight_Knife,861,419,914,492
127,009256.jpg,Straight_Knife,521,316,599,547
128,009259.jpg,Straight_Knife,1004,505,1059,590
129,009261.jpg,Straight_Knife,671,335,1004,398
130,009262.jpg,Straight_Knife,442,352,522,560
131,009263.jpg,Straight_Knife,828,378,894,462
132,009264.jpg,Straight_Knife,531,371,585,424
133,009266.jpg,Straight_Knife,689,384,737,568
134,009269.jpg,Straight_Knife,576,330,702,402
135,009272.jpg,Straight_Knife,564,233,779,276
136,009277.jpg,Straight_Knife,642,515,693,579
137,009280.jpg,Straight_Knife,441,392,491,456
138,009287.jpg,Straight_Knife,583,710,648,777
139,009289.jpg,Straight_Knife,553,501,657,568
140,009294.jpg,Straight_Knife,407,540,740,598
141,009295.jpg,Straight_Knife,532,251,862,322
142,009296.jpg,Straight_Knife,678,598,728,744
143,009297.jpg,Straight_Knife,624,363,688,552
144,009299.jpg,Straight_Knife,734,433,795,676
145,009306.jpg,Straight_Knife,479,571,531,638
146,009307.jpg,Straight_Knife,593,313,678,463
147,009309.jpg,Straight_Knife,520,520,614,604
148,009311.jpg,Straight_Knife,370,391,412,573
149,009314.jpg,Straight_Knife,645,421,676,461
150,009315.jpg,Straight_Knife,585,633,646,784
151,009317.jpg,Straight_Knife,654,367,692,572
152,009318.jpg,Straight_Knife,740,446,828,525
153,009319.jpg,Straight_Knife,809,426,880,511
154,009320.jpg,Straight_Knife,642,460,726,542
155,009321.jpg,Straight_Knife,571,519,675,545
156,009323.jpg,Straight_Knife,676,336,708,515
157,009324.jpg,Straight_Knife,746,412,803,498
158,009325.jpg,Straight_Knife,654,392,740,533
159,009329.jpg,Straight_Knife,417,535,766,606
160,009330.jpg,Straight_Knife,549,380,640,506
161,009332.jpg,Straight_Knife,585,360,716,421
162,009333.jpg,Straight_Knife,762,399,884,534
163,009334.jpg,Straight_Knife,471,407,524,594
164,009335.jpg,Straight_Knife,870,466,907,518
165,009336.jpg,Straight_Knife,439,224,499,317
166,009339.jpg,Straight_Knife,588,447,657,541
167,009342.jpg,Straight_Knife,697,643,743,711
168,009343.jpg,Straight_Knife,242,458,285,656
169,009344.jpg,Straight_Knife,679,483,731,530
170,009345.jpg,Straight_Knife,562,360,662,508
171,009346.jpg,Straight_Knife,588,556,652,636
172,009350.jpg,Straight_Knife,983,444,1062,677
173,009351.jpg,Straight_Knife,362,462,449,684
174,009352.jpg,Straight_Knife,703,451,762,621
175,009353.jpg,Straight_Knife,620,534,681,598
176,009361.jpg,Straight_Knife,638,496,705,642
177,009362.jpg,Straight_Knife,513,331,844,407
178,009363.jpg,Straight_Knife,578,461,649,530
179,009364.jpg,Straight_Knife,870,310,943,510
180,009365.jpg,Straight_Knife,791,319,831,505
181,009367.jpg,Straight_Knife,440,425,488,617
182,009370.jpg,Straight_Knife,464,371,675,450
183,009371.jpg,Straight_Knife,821,338,873,587
184,009373.jpg,Straight_Knife,854,325,988,407
185,009374.jpg,Straight_Knife,576,339,737,405
186,009375.jpg,Straight_Knife,701,404,770,599
187,009377.jpg,Straight_Knife,714,524,844,559
188,009378.jpg,Straight_Knife,497,376,594,502
189,009379.jpg,Straight_Knife,681,455,744,681
190,009380.jpg,Straight_Knife,585,417,667,638
191,009382.jpg,Straight_Knife,289,560,376,663
192,009383.jpg,Straight_Knife,568,710,630,784
193,009386.jpg,Straight_Knife,452,509,574,647
194,009387.jpg,Straight_Knife,627,306,897,350
195,009388.jpg,Straight_Knife,434,437,554,617
196,009392.jpg,Straight_Knife,530,538,647,574
197,009393.jpg,Straight_Knife,533,465,672,517
198,009394.jpg,Straight_Knife,653,524,854,582
199,009396.jpg,Straight_Knife,637,416,692,640
200,009397.jpg,Straight_Knife,584,427,760,474
201,009399.jpg,Straight_Knife,559,519,603,683
202,009400.jpg,Straight_Knife,674,417,981,553
203,009401.jpg,Straight_Knife,565,347,617,553
204,009403.jpg,Straight_Knife,763,521,853,590
205,009404.jpg,Straight_Knife,757,565,824,609
206,009405.jpg,Straight_Knife,676,619,861,663
207,009406.jpg,Straight_Knife,356,458,451,525
208,009407.jpg,Straight_Knife,409,498,456,695
209,009410.jpg,Straight_Knife,608,368,682,575
210,009413.jpg,Straight_Knife,748,461,872,549
211,009416.jpg,Straight_Knife,452,487,598,566
212,009418.jpg,Straight_Knife,837,443,888,622
213,009420.jpg,Straight_Knife,476,297,516,536
214,009423.jpg,Straight_Knife,786,290,869,445
215,009425.jpg,Straight_Knife,578,539,660,611
216,009426.jpg,Straight_Knife,590,374,640,543
217,009427.jpg,Straight_Knife,706,447,1017,563
218,009429.jpg,Straight_Knife,427,375,483,442
219,009430.jpg,Straight_Knife,325,550,494,589
220,009431.jpg,Straight_Knife,567,326,603,527
221,009433.jpg,Straight_Knife,763,531,882,569
222,009434.jpg,Straight_Knife,901,600,944,672
223,009435.jpg,Straight_Knife,633,417,673,618
224,009438.jpg,Straight_Knife,416,492,457,727
225,009444.jpg,Straight_Knife,311,314,501,377
226,009445.jpg,Straight_Knife,813,363,876,577
227,009446.jpg,Straight_Knife,580,332,653,455
228,009448.jpg,Straight_Knife,391,326,451,515
229,009456.jpg,Straight_Knife,743,566,796,625
230,009457.jpg,Straight_Knife,558,392,629,461
231,009458.jpg,Straight_Knife,766,348,909,470
232,009460.jpg,Straight_Knife,381,414,449,534
233,009461.jpg,Straight_Knife,568,388,652,520
234,009463.jpg,Straight_Knife,931,445,999,548
235,009464.jpg,Straight_Knife,754,330,861,568
236,009465.jpg,Straight_Knife,657,365,739,591
237,009466.jpg,Straight_Knife,655,342,703,573
238,009467.jpg,Straight_Knife,560,378,705,442
239,009469.jpg,Straight_Knife,527,621,579,680
240,009470.jpg,Straight_Knife,441,380,485,608
241,009471.jpg,Straight_Knife,678,452,764,540
242,009473.jpg,Straight_Knife,650,500,745,564
243,009475.jpg,Straight_Knife,591,721,651,776
244,009476.jpg,Straight_Knife,889,537,942,598
245,009477.jpg,Straight_Knife,730,331,821,414
246,009478.jpg,Straight_Knife,940,605,996,662
247,009480.jpg,Straight_Knife,501,317,575,567
248,009482.jpg,Straight_Knife,755,453,810,683
249,009484.jpg,Straight_Knife,476,498,547,595
250,009485.jpg,Straight_Knife,698,493,753,560
251,009486.jpg,Straight_Knife,911,481,958,678
252,009487.jpg,Straight_Knife,481,453,805,535
253,009488.jpg,Straight_Knife,646,414,696,498
254,009490.jpg,Straight_Knife,878,286,939,494
255,009495.jpg,Straight_Knife,287,390,337,568
256,009502.jpg,Straight_Knife,801,406,845,632
257,009505.jpg,Straight_Knife,620,562,677,623
258,009508.jpg,Straight_Knife,9,331,214,435
259,009510.jpg,Straight_Knife,576,303,627,522
260,009511.jpg,Straight_Knife,560,349,606,577
261,009513.jpg,Straight_Knife,1087,388,1142,593
262,009514.jpg,Straight_Knife,376,494,457,650
263,009516.jpg,Straight_Knife,809,574,860,649
264,009517.jpg,Straight_Knife,596,563,713,617
265,009519.jpg,Straight_Knife,924,600,969,669
266,009523.jpg,Straight_Knife,571,387,829,439
267,009526.jpg,Straight_Knife,660,405,983,534
268,009527.jpg,Straight_Knife,758,264,824,488
269,009531.jpg,Straight_Knife,247,620,489,684
270,009532.jpg,Straight_Knife,157,390,349,435
271,009533.jpg,Straight_Knife,799,343,860,537
272,009535.jpg,Straight_Knife,650,407,719,531
273,009537.jpg,Straight_Knife,621,465,760,617
274,009538.jpg,Straight_Knife,799,269,890,503
275,009539.jpg,Straight_Knife,455,383,508,570
276,009545.jpg,Straight_Knife,890,282,959,523
277,009546.jpg,Straight_Knife,657,459,737,515
278,009547.jpg,Straight_Knife,590,390,647,468
279,009549.jpg,Straight_Knife,727,678,783,740
280,009551.jpg,Straight_Knife,463,397,540,499
281,009552.jpg,Straight_Knife,668,443,726,532
282,009554.jpg,Straight_Knife,641,458,718,516
283,009555.jpg,Straight_Knife,425,340,474,408
284,009557.jpg,Straight_Knife,791,468,833,665
285,009558.jpg,Straight_Knife,660,325,793,353
286,009561.jpg,Straight_Knife,379,519,662,582
287,009563.jpg,Straight_Knife,630,593,712,663
288,009565.jpg,Straight_Knife,437,477,621,531
289,009567.jpg,Straight_Knife,944,539,1003,618
290,009571.jpg,Straight_Knife,432,607,601,645
291,009573.jpg,Straight_Knife,493,310,581,580
292,009576.jpg,Straight_Knife,998,509,1078,573
293,009577.jpg,Straight_Knife,407,430,604,516
294,009578.jpg,Straight_Knife,413,466,458,513
295,009579.jpg,Straight_Knife,641,533,699,625
296,009581.jpg,Straight_Knife,627,320,823,367
297,009582.jpg,Straight_Knife,450,397,502,593
298,009583.jpg,Straight_Knife,721,292,799,499
299,009584.jpg,Straight_Knife,601,279,677,506
300,009586.jpg,Straight_Knife,513,424,893,532
301,009588.jpg,Straight_Knife,599,417,669,554
302,009595.jpg,Straight_Knife,527,299,616,345
303,009596.jpg,Straight_Knife,775,332,819,556
304,009599.jpg,Straight_Knife,608,383,654,583
305,009601.jpg,Straight_Knife,536,280,598,500
306,009603.jpg,Straight_Knife,751,310,790,485
307,009604.jpg,Straight_Knife,494,529,551,606
308,009606.jpg,Straight_Knife,454,505,530,719
309,009608.jpg,Straight_Knife,845,647,955,689
310,009610.jpg,Straight_Knife,723,334,827,534
311,009611.jpg,Straight_Knife,479,247,777,332
312,009612.jpg,Straight_Knife,649,448,714,525
313,009615.jpg,Straight_Knife,582,319,650,459
314,009616.jpg,Straight_Knife,594,528,649,591
315,009617.jpg,Straight_Knife,611,410,933,482
316,009618.jpg,Straight_Knife,312,431,392,587
317,009619.jpg,Straight_Knife,482,532,532,589
318,009622.jpg,Straight_Knife,362,516,431,745
319,009624.jpg,Straight_Knife,752,369,856,495
320,009625.jpg,Straight_Knife,660,579,723,675
321,009626.jpg,Straight_Knife,395,402,453,608
322,009627.jpg,Straight_Knife,419,361,558,432
323,009628.jpg,Straight_Knife,135,477,531,555
324,009630.jpg,Straight_Knife,493,411,762,465
325,009631.jpg,Straight_Knife,379,381,426,570
326,009636.jpg,Straight_Knife,473,317,569,460
327,009637.jpg,Straight_Knife,460,454,743,510
328,009639.jpg,Straight_Knife,538,452,594,532
329,009642.jpg,Straight_Knife,123,395,173,601
330,009643.jpg,Straight_Knife,106,473,461,563
331,009644.jpg,Straight_Knife,668,225,720,276
332,009646.jpg,Straight_Knife,653,433,783,487
333,009648.jpg,Straight_Knife,614,345,739,404
334,009649.jpg,Straight_Knife,683,533,742,609
335,009650.jpg,Straight_Knife,501,427,864,533
336,009651.jpg,Straight_Knife,681,446,747,540
337,009652.jpg,Straight_Knife,427,469,471,661
338,009654.jpg,Straight_Knife,400,479,508,549
339,009657.jpg,Straight_Knife,657,556,740,646
340,009662.jpg,Straight_Knife,383,346,452,593
341,009664.jpg,Straight_Knife,279,296,443,345
342,009667.jpg,Straight_Knife,537,454,594,645
343,009668.jpg,Straight_Knife,603,529,678,696
344,009669.jpg,Straight_Knife,776,316,867,390
345,009671.jpg,Straight_Knife,884,501,929,585
346,009672.jpg,Straight_Knife,618,562,704,631
347,009674.jpg,Straight_Knife,970,585,1016,670
348,009676.jpg,Straight_Knife,557,550,611,617
349,009677.jpg,Straight_Knife,621,442,764,512
350,009681.jpg,Straight_Knife,741,557,748,748
351,009682.jpg,Straight_Knife,904,375,960,441
352,009687.jpg,Straight_Knife,799,386,859,606
353,009688.jpg,Straight_Knife,722,480,777,697
354,009690.jpg,Straight_Knife,741,343,949,423
355,009691.jpg,Straight_Knife,596,217,683,273
356,009692.jpg,Straight_Knife,609,298,672,386
357,009694.jpg,Straight_Knife,517,355,636,435
358,009696.jpg,Folding_Knife,809,432,979,511
359,009697.jpg,Straight_Knife,473,526,617,608
360,009698.jpg,Straight_Knife,282,402,337,448
361,009699.jpg,Straight_Knife,583,509,728,578
362,009700.jpg,Straight_Knife,151,477,229,539
363,009701.jpg,Straight_Knife,518,402,595,487
364,009702.jpg,Straight_Knife,500,645,597,678
365,009704.jpg,Straight_Knife,805,293,868,507
366,009705.jpg,Straight_Knife,425,566,761,649
367,009707.jpg,Straight_Knife,694,332,843,376
368,009709.jpg,Straight_Knife,586,312,723,378
369,009710.jpg,Straight_Knife,738,236,787,410
370,009712.jpg,Straight_Knife,670,514,749,726
371,009715.jpg,Straight_Knife,463,519,793,588
372,009716.jpg,Straight_Knife,412,323,476,436
373,009717.jpg,Straight_Knife,602,379,759,465
374,009718.jpg,Straight_Knife,648,463,722,697
375,009719.jpg,Straight_Knife,764,565,813,631
376,009721.jpg,Straight_Knife,537,473,858,545
377,009722.jpg,Straight_Knife,653,287,713,498
378,009724.jpg,Straight_Knife,859,432,925,537
379,009725.jpg,Straight_Knife,467,397,528,622
380,009726.jpg,Straight_Knife,691,322,750,559
381,009727.jpg,Straight_Knife,674,415,724,517
382,009729.jpg,Straight_Knife,594,410,710,552
383,009731.jpg,Straight_Knife,540,592,800,671
384,009733.jpg,Straight_Knife,536,342,788,404
385,009734.jpg,Straight_Knife,790,469,859,538
386,009735.jpg,Straight_Knife,709,344,826,477
387,009736.jpg,Straight_Knife,1044,281,1088,465
388,009737.jpg,Straight_Knife,858,616,912,688
389,009741.jpg,Straight_Knife,622,438,705,651
390,009742.jpg,Straight_Knife,477,394,793,492
391,009744.jpg,Straight_Knife,351,514,428,561
392,009745.jpg,Straight_Knife,765,398,817,441
393,009749.jpg,Straight_Knife,499,298,551,524
394,009751.jpg,Straight_Knife,420,320,524,538
395,009752.jpg,Folding_Knife,985,404,1049,481
396,009754.jpg,Straight_Knife,501,399,802,461
397,009755.jpg,Straight_Knife,865,342,948,595
398,009758.jpg,Straight_Knife,551,477,600,656
399,009759.jpg,Straight_Knife,953,514,1009,704
400,009760.jpg,Straight_Knife,741,539,794,779
401,009761.jpg,Straight_Knife,605,549,636,636
402,009763.jpg,Straight_Knife,138,400,208,611
403,009766.jpg,Straight_Knife,642,529,709,611
404,009767.jpg,Straight_Knife,667,340,715,405
405,009768.jpg,Straight_Knife,603,535,647,600
406,009773.jpg,Straight_Knife,619,394,744,440
407,009775.jpg,Straight_Knife,612,353,945,430
408,009777.jpg,Straight_Knife,921,491,1026,545
409,009779.jpg,Straight_Knife,255,388,395,462
410,009780.jpg,Straight_Knife,485,420,544,475
411,009781.jpg,Straight_Knife,815,338,993,423
412,009782.jpg,Straight_Knife,683,356,995,436
413,009783.jpg,Straight_Knife,581,337,639,545
414,009789.jpg,Straight_Knife,545,407,868,465
415,009790.jpg,Straight_Knife,586,283,661,502
416,009791.jpg,Straight_Knife,847,368,936,576
417,009793.jpg,Straight_Knife,712,323,914,372
418,009794.jpg,Straight_Knife,628,384,696,643
419,009795.jpg,Straight_Knife,766,325,831,418
420,009798.jpg,Straight_Knife,445,273,484,461
421,009799.jpg,Straight_Knife,679,440,719,682
422,009802.jpg,Straight_Knife,702,477,803,600
423,009803.jpg,Straight_Knife,686,467,777,587
424,009805.jpg,Straight_Knife,738,602,862,665
425,009806.jpg,Straight_Knife,672,403,733,617
426,009807.jpg,Straight_Knife,527,297,617,475
427,009808.jpg,Straight_Knife,690,390,831,500
428,009810.jpg,Straight_Knife,656,439,727,545
429,009811.jpg,Straight_Knife,926,291,996,502
430,009812.jpg,Straight_Knife,646,395,705,590
431,009813.jpg,Straight_Knife,573,293,619,481
432,009814.jpg,Straight_Knife,653,399,965,455
433,009815.jpg,Straight_Knife,747,410,841,493
434,009816.jpg,Straight_Knife,352,332,397,390
435,009817.jpg,Straight_Knife,609,414,701,558
436,009819.jpg,Straight_Knife,354,359,398,594
437,009820.jpg,Straight_Knife,660,471,731,533
438,009821.jpg,Straight_Knife,757,536,840,616
439,009825.jpg,Straight_Knife,585,464,625,568
440,009826.jpg,Straight_Knife,640,426,688,638
441,009827.jpg,Straight_Knife,463,381,514,439
442,009829.jpg,Straight_Knife,662,503,719,563
443,009831.jpg,Straight_Knife,797,432,846,603
444,009832.jpg,Straight_Knife,851,356,939,599
445,009833.jpg,Straight_Knife,497,564,725,613
446,009834.jpg,Straight_Knife,451,373,764,439
447,009837.jpg,Straight_Knife,686,375,726,454
448,009839.jpg,Straight_Knife,857,528,940,624
449,009841.jpg,Straight_Knife,599,460,724,525
450,009842.jpg,Straight_Knife,608,510,675,585
451,009843.jpg,Straight_Knife,861,585,905,759
452,009845.jpg,Straight_Knife,923,491,997,570
453,009846.jpg,Straight_Knife,424,306,572,424
454,009848.jpg,Straight_Knife,655,458,697,535
455,009850.jpg,Straight_Knife,522,396,564,463
456,009851.jpg,Straight_Knife,485,303,819,421
457,009854.jpg,Straight_Knife,754,237,986,299
458,009856.jpg,Straight_Knife,681,354,761,546
459,009857.jpg,Straight_Knife,679,341,795,591
460,009859.jpg,Straight_Knife,589,319,804,378
461,009860.jpg,Straight_Knife,433,266,591,314
462,009861.jpg,Straight_Knife,369,589,420,660
463,009862.jpg,Straight_Knife,560,528,689,592
464,009863.jpg,Straight_Knife,480,374,546,449
465,009864.jpg,Straight_Knife,675,321,730,376
466,009865.jpg,Straight_Knife,690,530,870,585
467,009869.jpg,Straight_Knife,572,398,620,586
468,009872.jpg,Straight_Knife,668,376,763,497
469,009877.jpg,Straight_Knife,802,358,899,425
470,009878.jpg,Straight_Knife,526,406,562,613
471,009879.jpg,Straight_Knife,336,556,387,635
472,009880.jpg,Straight_Knife,672,325,750,370
473,009881.jpg,Straight_Knife,715,377,754,438
474,009882.jpg,Straight_Knife,648,542,749,624
475,009887.jpg,Straight_Knife,800,303,853,394
476,009888.jpg,Straight_Knife,699,360,747,574
477,009891.jpg,Straight_Knife,654,460,718,654
478,009895.jpg,Straight_Knife,417,417,503,619
479,009896.jpg,Straight_Knife,540,217,736,275
480,009898.jpg,Straight_Knife,501,373,616,598
481,009899.jpg,Straight_Knife,782,417,866,514
482,009900.jpg,Straight_Knife,313,349,362,533
483,009903.jpg,Straight_Knife,573,499,648,570
484,009905.jpg,Straight_Knife,453,590,773,677
485,009906.jpg,Straight_Knife,736,477,810,560
486,009907.jpg,Straight_Knife,493,499,535,665
487,009908.jpg,Straight_Knife,730,508,808,561
488,009909.jpg,Straight_Knife,684,374,768,479
489,009914.jpg,Straight_Knife,778,358,877,482
490,009915.jpg,Straight_Knife,536,467,658,520
491,009917.jpg,Straight_Knife,981,521,1085,647
492,009920.jpg,Straight_Knife,768,554,928,622
493,009921.jpg,Straight_Knife,665,521,749,607
494,009922.jpg,Straight_Knife,559,404,657,511
495,009924.jpg,Straight_Knife,686,488,751,568
496,009927.jpg,Straight_Knife,561,281,790,330
497,009929.jpg,Straight_Knife,394,275,745,388
498,009931.jpg,Straight_Knife,675,285,743,344
499,009932.jpg,Straight_Knife,486,380,669,417
500,009934.jpg,Straight_Knife,572,407,633,600
501,009936.jpg,Straight_Knife,460,271,702,339
502,009937.jpg,Straight_Knife,704,503,776,608
503,009942.jpg,Straight_Knife,414,398,712,510
504,009943.jpg,Straight_Knife,632,505,706,581
505,009946.jpg,Straight_Knife,612,566,659,661
506,009948.jpg,Straight_Knife,593,453,697,513
507,009949.jpg,Straight_Knife,351,568,602,637
508,009951.jpg,Straight_Knife,190,515,277,600
509,009953.jpg,Straight_Knife,770,372,829,601
510,009954.jpg,Straight_Knife,986,428,1069,662
511,009955.jpg,Straight_Knife,549,388,592,613
512,009957.jpg,Straight_Knife,886,581,947,713
513,009959.jpg,Straight_Knife,543,459,625,538
514,009965.jpg,Straight_Knife,572,359,663,486
515,009968.jpg,Straight_Knife,449,276,838,410
516,009972.jpg,Straight_Knife,798,429,881,527
517,009973.jpg,Straight_Knife,873,515,932,626
518,009978.jpg,Straight_Knife,502,331,757,383
519,009980.jpg,Straight_Knife,698,405,782,492
520,009981.jpg,Straight_Knife,620,373,663,569
521,009982.jpg,Straight_Knife,746,462,791,528
522,009985.jpg,Straight_Knife,501,199,550,290
523,009987.jpg,Straight_Knife,587,411,637,552
524,009989.jpg,Straight_Knife,762,354,859,510
525,009990.jpg,Straight_Knife,532,438,591,500
526,009992.jpg,Straight_Knife,504,454,565,539
527,010000.jpg,Straight_Knife,739,394,776,473
528,010001.jpg,Straight_Knife,583,294,718,374
529,010002.jpg,Straight_Knife,620,405,705,621
530,010003.jpg,Straight_Knife,432,394,499,606
531,010004.jpg,Straight_Knife,593,343,636,391
532,010005.jpg,Straight_Knife,717,444,778,583
533,010007.jpg,Straight_Knife,509,337,606,419
534,010010.jpg,Straight_Knife,649,341,733,551
535,010011.jpg,Straight_Knife,602,296,756,344
536,010013.jpg,Straight_Knife,729,436,768,632
537,010014.jpg,Straight_Knife,339,503,384,710
538,010016.jpg,Straight_Knife,613,433,664,480
539,010017.jpg,Straight_Knife,630,371,718,585
540,010019.jpg,Straight_Knife,695,532,743,601
541,010020.jpg,Straight_Knife,773,493,844,567
542,010022.jpg,Straight_Knife,721,321,793,535
543,010023.jpg,Straight_Knife,724,306,780,568
544,010025.jpg,Straight_Knife,676,478,745,664
545,010028.jpg,Straight_Knife,710,451,788,523
546,010029.jpg,Straight_Knife,437,268,529,367
547,010030.jpg,Straight_Knife,517,362,616,591
548,010031.jpg,Straight_Knife,571,362,622,540
549,010032.jpg,Straight_Knife,763,586,820,651
550,010034.jpg,Straight_Knife,901,577,936,629
551,010036.jpg,Straight_Knife,585,608,653,666
552,010037.jpg,Straight_Knife,246,396,418,454
553,010040.jpg,Straight_Knife,685,396,716,439
554,010042.jpg,Straight_Knife,772,295,867,370
555,010046.jpg,Straight_Knife,492,389,635,472
556,010047.jpg,Straight_Knife,748,698,963,746
